order_id,product_id,add_to_cart_order,reordered
223,120,8,1
223,782,9,1
223,525,10,0
223,824,11,0
229,819,1,1
229,532,2,1
229,969,3,1
229,909,4,1
229,755,5,1
229,120,6,1
242,376,1,1
242,281,2,1
242,233,3,1
242,120,4,1
242,969,5,1
242,331,6,1
242,594,7,0
242,406,8,0
242,430,9,0
256,719,1,1
256,976,2,1
256,776,3,1
256,511,4,1
256,540,5,1
256,983,6,0
256,120,7,1
256,653,8,0
256,781,9,1
270,516,1,1
270,55,2,1
270,569,3,1
270,804,4,1
270,145,5,1
270,235,6,1
270,120,7,1
280,73,1,1
280,540,2,1
280,943,3,1
280,199,4,1
280,701,5,0
293,331,1,1
293,281,2,1
293,983,3,1
293,628,4,0
314,969,1,1
314,268,2,1
314,923,3,1
314,342,4,1
314,167,5,1
314,547,6,1
314,770,7,0
314,226,8,0
330,569,1,1
330,969,2,1
330,486,3,1
330,540,4,1
330,594,5,1
330,369,6,1
330,145,7,1
330,800,8,0
338,772,1,1
338,880,2,1
338,223,3,1
338,976,4,1
338,62,5,1
338,367,6,0
338,120,7,1
338,782,8,0
352,772,1,1
352,177,2,1
352,212,3,1
352,643,4,1
352,57,5,0
352,120,6,1
366,58,1,1
366,982,2,1
366,625,3,1
366,303,4,1
366,468,5,1
366,152,6,1
366,893,7,1
366,179,8,0
366,969,9,0
366,540,10,1
378,532,1,1
378,145,2,1
378,846,3,1
378,403,4,1
378,78,5,0
388,569,1,1
388,405,2,1
388,540,3,1
388,810,4,1
388,362,5,1
388,113,6,1
388,823,7,0
401,863,1,1
401,469,2,1
401,601,3,1
401,308,4,1
401,260,5,0
415,150,1,1
415,2,2,1
415,609,3,1
415,618,4,1
415,120,5,1
426,376,1,1
426,540,2,1
426,555,3,1
426,102,4,1
426,594,5,1
426,863,6,1
426,96,7,1
426,120,8,1
426,505,9,1
426,177,10,1
426,569,11,1
436,377,1,1
436,432,2,1
436,871,3,1
436,530,4,1
436,378,5,0
436,279,6,0
449,711,1,1
449,758,2,1
449,177,3,1
449,73,4,1
449,239,5,1
449,975,6,1
449,755,7,1
449,305,8,0
449,342,9,0
464,120,1,1
464,226,2,1
464,594,3,1
464,218,4,1
464,540,5,1
473,974,1,1
473,120,2,1
473,177,3,1
473,284,4,1
473,331,5,1
473,111,6,1
473,989,7,0
473,773,8,0
473,860,9,0
488,334,1,1
488,434,2,1
488,543,3,1
488,863,4,1
498,468,1,1
498,755,2,1
498,969,3,1
498,532,4,1
498,120,5,1
498,74,6,1
498,782,7,1
498,35,8,0
498,425,9,0
498,913,10,0
498,771,11,0
498,902,12,0
498,807,13,0
507,792,1,1
507,120,2,1
507,781,3,1
507,403,4,1
507,131,5,1
507,189,6,1
507,569,7,1
507,299,8,1
507,164,9,1
507,863,10,1
507,668,11,0
507,22,12,0
507,396,13,0
507,226,14,0
507,833,15,0
527,120,1,1
527,540,2,1
527,794,3,1
527,776,4,1
527,87,5,1
527,755,6,1
527,969,7,1
527,631,8,0
538,863,1,1
538,239,2,1
538,579,3,1
538,969,4,1
538,468,5,1
538,477,6,0
553,456,1,1
553,120,2,1
553,594,3,1
553,782,4,1
553,469,5,1
553,2,6,0
553,505,7,0
553,569,8,1
553,539,9,0
553,331,10,1
563,891,1,0
563,573,2,1
563,782,3,1
563,159,4,0
563,62,5,1
563,594,6,1
563,587,7,0
563,120,8,1
563,540,9,1
574,782,1,1
574,772,2,1
574,60,3,1
574,969,4,1
574,591,5,1
574,540,6,1
574,120,7,1
587,969,1,1
587,239,2,1
587,226,3,1
587,145,4,1
587,78,5,1
587,846,6,0
587,804,7,1
601,616,1,1
601,115,2,1
601,215,3,1
601,905,4,1
601,3,5,1
601,678,6,0
601,509,7,0
610,569,1,1
610,625,2,1
610,594,3,1
610,589,4,1
610,409,5,1
610,571,6,0
610,486,7,1
610,408,8,0
610,120,9,1
610,983,10,0
624,131,1,1
624,239,2,1
624,716,3,1
624,950,4,1
624,331,5,1
624,452,6,1
624,461,7,1
624,804,8,1
624,625,9,1
624,120,10,1
624,540,11,1
624,505,12,0
624,148,13,0
624,532,14,1
636,547,1,1
636,62,2,1
636,532,3,1
636,891,4,1
636,808,5,1
636,120,6,1
636,969,7,1
648,69,1,1
648,969,2,1
648,780,3,1
648,470,4,1
648,902,5,0
656,969,1,1
656,347,2,1
656,120,3,1
656,456,4,1
656,17,5,1
656,569,6,1
656,561,7,0
668,120,1,1
668,540,2,1
668,781,3,1
668,35,4,1
668,561,5,1
668,253,6,1
668,131,7,0
678,120,1,1
678,600,2,1
678,458,3,1
678,612,4,1
678,177,5,1
678,969,6,1
678,983,7,1
678,204,8,1
678,569,9,0
678,734,10,0
678,369,11,0
678,360,12,0
700,135,1,1
700,569,2,1
700,755,3,1
700,804,4,1
700,532,5,1
700,900,6,1
700,909,7,0
700,412,8,0
715,120,1,1
715,637,2,1
715,440,3,1
715,73,4,1
715,330,5,1
715,734,6,0
715,45,7,0
715,426,8,0
715,969,9,1
726,120,1,1
726,823,2,1
726,295,3,1
741,74,1,1
741,428,2,1
741,726,3,1
741,489,4,1
741,532,5,1
741,120,6,1
741,540,7,1
741,15,8,0
741,35,9,0
741,356,10,0
753,177,1,1
753,461,2,1
753,69,3,1
753,969,4,1
753,833,5,1
753,773,6,1
753,142,7,1
753,716,8,1
753,540,9,1
753,120,10,1
753,145,11,0
753,224,12,0
764,203,1,1
764,997,2,1
764,833,3,1
764,992,4,1
764,489,5,1
764,120,6,1
764,613,7,0
772,755,1,1
772,951,2,1
772,73,3,1
772,969,4,1
772,804,5,1
772,177,6,1
772,120,7,1
772,569,8,1
772,540,9,0
772,407,10,0
784,305,1,1
784,782,2,1
784,836,3,1
784,349,4,1
784,824,5,0
784,412,6,1
784,569,7,1
784,486,8,0
784,950,9,0
784,222,10,0
792,711,1,1
792,177,2,1
792,421,3,1
792,596,4,1
792,111,5,1
792,606,6,0
792,804,7,0
809,569,1,1
809,540,2,1
809,755,3,1
809,782,4,1
809,519,5,1
809,145,6,1
809,888,7,0
809,724,8,0
809,118,9,0
809,287,10,0
809,625,11,0
809,120,12,1
809,510,13,0
809,226,14,0
809,82,15,0
824,120,1,1
824,913,2,1
824,224,3,1
824,822,4,0
839,540,1,1
839,804,2,1
839,969,3,1
839,357,4,1
839,781,5,1
839,950,6,1
839,976,7,1
839,601,8,0
845,569,1,1
845,859,2,1
845,301,3,1
845,594,4,1
845,120,5,1
862,975,1,1
862,505,2,1
862,493,3,1
862,491,4,1
862,461,5,1
862,612,6,1
862,420,7,0
862,486,8,1
862,569,9,1
871,89,1,1
871,301,2,1
871,142,3,1
871,38,4,1
871,376,5,1
871,772,6,0
871,120,7,1
885,569,1,1
885,120,2,1
885,66,3,1
885,145,4,1
885,194,5,1
885,177,6,1
885,68,7,1
885,169,8,0
885,331,9,0
893,73,1,1
893,412,2,1
893,601,3,1
893,746,4,1
893,300,5,1
893,22,6,0
893,239,7,0
893,367,8,0
893,120,9,1
908,590,1,1
908,283,2,1
908,755,3,1
908,594,4,1
908,342,5,0
908,258,6,0
920,15,1,1
920,776,2,1
920,9,3,1
920,341,4,1
920,428,5,1
920,824,6,1
920,641,7,1
920,773,8,1
920,782,9,0
920,594,10,0
920,396,11,0
920,265,12,0
920,120,13,1
920,78,14,0
920,532,15,0
920,535,16,0
935,492,1,1
935,846,2,1
935,120,3,1
935,594,4,1
935,67,5,1
935,2,6,0
935,540,7,1
943,969,1,1
943,569,2,1
943,540,3,1
943,51,4,1
943,790,5,1
943,830,6,1
943,804,7,0
943,350,8,1
943,177,9,0
954,586,1,1
954,55,2,1
954,622,3,1
954,540,4,1
954,18,5,1
954,87,6,1
954,627,7,1
954,531,8,1
954,73,9,1
954,331,10,1
954,203,11,0
954,120,12,1
954,809,13,0
962,523,1,1
962,145,2,1
962,150,3,1
962,167,4,1
962,120,5,1
962,122,6,0
970,87,1,0
970,540,2,1
970,870,3,1
970,969,4,1
970,177,5,1
970,744,6,1
970,776,7,0
970,367,8,0
983,769,1,1
983,436,2,1
983,820,3,1
983,911,4,1
983,16,5,1
983,640,6,0
983,540,7,1
998,229,1,1
998,540,2,1
1013,540,1,1
1013,40,2,1
1013,983,3,1
1013,120,4,1
1025,834,1,1
1025,204,2,1
1025,917,3,1
1025,605,4,1
1025,288,5,1
1025,120,6,1
1025,62,7,0
1040,62,1,1
1040,699,2,1
1040,594,3,1
1040,1,4,1
1040,983,5,1
1040,120,6,1
1040,869,7,0
1040,878,8,0
1052,871,1,1
1052,70,2,1
1052,555,3,1
1052,618,4,1
1052,540,5,1
1052,453,6,1
1052,385,7,0
1052,93,8,0
1061,967,1,1
1061,86,2,1
1061,120,3,1
1061,894,4,1
1061,190,5,1
1061,194,6,1
1061,833,7,1
1061,145,8,1
1061,532,9,1
1061,436,10,0
1061,203,11,0
1061,859,12,0
1069,120,1,1
1069,836,2,1
1069,158,3,1
1069,627,4,1
1069,509,5,0
1084,540,1,1
1084,760,2,1
1084,532,3,1
1084,969,4,1
1084,331,5,0
1084,170,6,0
1104,203,1,1
1104,67,2,1
1104,120,3,1
1104,913,4,1
1104,594,5,1
1104,131,6,0
1115,523,1,1
1115,969,2,1
1115,693,3,1
1115,535,4,1
1115,404,5,1
1115,655,6,0
1115,120,7,1
1126,271,1,1
1126,931,2,1
1126,120,3,1
1126,653,4,1
1126,415,5,1
1126,625,6,0
1126,532,7,1
1126,140,8,0
1126,782,9,1
1126,971,10,0
1126,305,11,0
1135,686,1,1
1135,540,2,1
1135,558,3,1
1135,833,4,1
1135,120,5,1
1135,569,6,1
1143,540,1,1
1143,282,2,1
1143,150,3,0
1143,467,4,1
1143,47,5,0
1143,535,6,0
1152,505,1,1
1152,177,2,1
1152,731,3,1
1152,120,4,1
1152,569,5,0
1152,6,6,0
1168,260,1,1
1168,535,2,1
1168,169,3,1
1168,729,4,1
1168,116,5,1
1168,540,6,1
1168,393,7,0
1168,125,8,0
1185,540,1,1
1185,532,2,1
1185,502,3,0
1194,892,1,1
1194,142,2,1
1194,969,3,1
1194,569,4,1
1194,594,5,1
1194,782,6,1
1194,625,7,0
1194,177,8,1
1204,969,1,1
1204,120,2,1
1204,833,3,1
1204,651,4,1
1204,569,5,1
1204,885,6,0
1204,594,7,1
1219,532,1,1
1219,145,2,1
1219,450,3,1
1219,569,4,1
1219,594,5,1
1219,120,6,1
1219,96,7,1
1219,226,8,1
1219,969,9,1
1219,116,10,0
1219,407,11,0
1230,569,1,1
1230,913,2,1
1230,177,3,1
1230,579,4,1
1230,78,5,0
1230,331,6,1
1244,594,1,1
1244,492,2,1
1244,9,3,1
1244,540,4,1
1244,73,5,1
1244,570,6,1
1244,140,7,0
1244,532,8,1
1251,532,1,1
1251,199,2,1
1251,627,3,1
1251,547,4,1
1251,120,5,1
1251,257,6,0
1263,833,1,1
1263,399,2,1
1263,569,3,1
1263,145,4,1
1263,120,5,1
1263,594,6,0
1263,505,7,0
1269,81,1,1
1269,492,2,1
1269,120,3,1
1269,270,4,1
1269,331,5,1
1269,177,6,1
1269,396,7,0
1284,226,1,1
1284,120,2,1
1284,594,3,1
1284,142,4,1
1284,532,5,1
1295,341,1,1
1295,403,2,1
1295,141,3,1
1295,18,4,1
1295,399,5,1
1295,120,6,1
1295,30,7,1
1295,540,8,1
1295,630,9,0
1295,505,10,0
1307,540,1,1
1307,4,2,1
1307,594,3,1
1307,119,4,1
1307,989,5,1
1307,120,6,1
1307,871,7,0
1307,68,8,0
1318,630,1,1
1318,532,2,1
1318,185,3,1
1318,878,4,1
1318,203,5,1
1318,873,6,1
1318,120,7,1
1318,625,8,1
1318,776,9,0
1318,486,10,0
1318,540,11,1
1326,808,1,1
1326,177,2,1
1326,969,3,1
1326,451,4,1
1326,219,5,1
1326,594,6,1
1326,734,7,0
1336,86,1,1
1336,594,2,1
1336,270,3,1
1336,956,4,1
1336,618,5,1
1336,152,6,1
1336,505,7,1
1336,131,8,0
1336,120,9,1
1336,73,10,0
1348,669,1,1
1348,863,2,1
1348,540,3,1
1348,569,4,1
1348,433,5,1
1348,701,6,1
1348,532,7,0
1348,946,8,0
1360,311,1,1
1360,131,2,1
1360,331,3,1
1360,67,4,1
1360,891,5,1
1360,170,6,1
1360,107,7,0
1360,145,8,0
1360,540,9,1
1370,186,1,1
1370,684,2,1
1370,405,3,1
1370,691,4,1
1370,223,5,1
1370,769,6,0
1370,287,7,0
1384,535,1,1
1384,120,2,1
1384,7,3,1
1384,202,4,1
1384,642,5,1
1384,388,6,0
1399,594,1,1
1399,235,2,1
1399,433,3,1
1399,540,4,1
1399,799,5,1
1399,891,6,0
1399,405,7,0
1406,177,1,1
1406,532,2,1
1406,755,3,1
1406,537,4,1
1406,540,5,0
1406,1,6,1
1416,594,1,1
1416,120,2,1
1416,969,3,1
1416,540,4,1
1416,35,5,1
1416,973,6,1
1416,177,7,1
1416,781,8,0
1416,142,9,1
1416,569,10,1
1427,350,1,1
1427,405,2,1
1427,969,3,1
1427,461,4,1
1427,38,5,1
1427,422,6,1
1427,120,7,1
1427,160,8,0
1427,93,9,0
1439,87,1,1
1439,120,2,1
1439,540,3,1
1439,816,4,1
1439,896,5,1
1439,776,6,1
1439,569,7,1
1458,594,1,1
1458,833,2,1
1458,478,3,1
1458,35,4,1
1458,750,5,1
1458,569,6,1
1458,486,7,1
1458,120,8,1
1458,331,9,1
1470,350,1,1
1470,203,2,1
1470,335,3,1
1470,399,4,1
1470,387,5,1
1470,569,6,1
1470,115,7,0
1484,535,1,1
1484,569,2,1
1484,486,3,1
1484,781,4,1
1484,150,5,1
1484,625,6,1
1484,871,7,0
1498,816,1,1
1498,706,2,1
1498,186,3,1
1498,594,4,1
1498,331,5,1
1498,819,6,1
1498,656,7,1
1498,780,8,1
1498,540,9,1
1498,120,10,1
1498,969,11,1
1498,608,12,0
1510,965,1,1
1510,969,2,1
1510,934,3,1
1510,772,4,1
1510,177,5,1
1521,120,1,1
1521,969,2,1
1521,625,3,1
1521,540,4,1
1521,950,5,1
1521,965,6,1
1521,989,7,1
1521,804,8,0
1540,532,1,1
1540,782,2,1
1540,73,3,1
1540,90,4,1
1540,540,5,1
1540,656,6,1
1540,209,7,1
1540,331,8,1
1540,594,9,1
1540,908,10,0
1540,969,11,1
1549,532,1,1
1549,601,2,1
1549,120,3,1
1549,198,4,1
1549,969,5,1
1549,67,6,0
1549,889,7,0
1563,333,1,1
1563,520,2,1
1563,266,3,1
1563,177,4,1
1563,601,5,0
1563,696,6,0
1583,93,1,1
1583,120,2,1
1593,206,1,1
1593,770,2,1
1593,983,3,1
1593,969,4,1
1593,409,5,1
1593,540,6,1
1593,569,7,1
1593,131,8,1
1593,532,9,0
1593,755,10,0
1602,941,1,1
1602,150,2,1
1602,781,3,1
1602,434,4,1
1602,511,5,1
1602,101,6,1
1602,983,7,1
1602,755,8,1
1615,120,1,1
1615,357,2,1
1615,782,3,1
1615,505,4,1
1615,23,5,0
1625,33,1,1
1625,77,2,1
1625,594,3,1
1625,569,4,1
1625,983,5,1
1625,540,6,1
1625,605,7,0
1625,120,8,1
1625,877,9,0
1638,468,1,1
1638,716,2,1
1638,876,3,1
1638,120,4,1
1638,763,5,1
1638,755,6,1
1638,586,7,1
1638,569,8,1
1638,561,9,0
1638,64,10,0
1644,649,1,1
1644,412,2,0
1644,969,3,0
1644,499,4,1
1644,736,5,1
1644,891,6,0
1644,260,7,0
1644,120,8,1
1655,540,1,1
1655,891,2,1
1655,569,3,1
1655,672,4,1
1655,744,5,1
1655,120,6,1
1655,822,7,1
1655,625,8,1
1655,622,9,0
1655,256,10,0
1668,704,1,1
1668,569,2,1
1668,880,3,1
1668,820,4,1
1668,142,5,1
1676,535,1,1
1676,388,2,1
1676,715,3,1
1676,120,4,1
1676,532,5,1
1676,565,6,1
1676,405,7,1
1676,871,8,0
1676,969,9,1
1676,73,10,0
1689,969,1,1
1689,871,2,1
1689,555,3,1
1689,120,4,1
1689,817,5,0
1689,177,6,0
1701,969,1,1
1701,525,2,1
1701,782,3,1
1701,950,4,1
1701,657,5,1
1701,555,6,1
1701,540,7,1
1701,120,8,1
1701,569,9,1
1701,73,10,0
1701,716,11,0
1701,93,12,0
1711,913,1,1
1711,232,2,1
1711,357,3,0
1711,120,4,1
1723,120,1,1
1723,145,2,1
1723,618,3,1
1723,755,4,1
1723,409,5,1
1723,244,6,1
1723,540,7,1
1723,177,8,1
1723,222,9,0
1723,943,10,0
1732,969,1,1
1732,876,2,1
1732,120,3,1
1732,372,4,1
1732,601,5,1
1732,399,6,1
1732,331,7,0
1732,54,8,0
1743,795,1,1
1743,96,2,0
1743,627,3,1
1743,969,4,1
1743,750,5,0
1753,206,1,1
1753,338,2,1
1753,540,3,1
1753,819,4,1
1753,532,5,1
1753,62,6,1
1753,150,7,1
1753,601,8,1
1753,604,9,0
1753,312,10,0
1753,492,11,0
1770,925,1,1
1770,367,2,1
1770,782,3,1
1770,994,4,1
1770,773,5,1
1770,720,6,1
1770,432,7,1
1770,90,8,0
1770,804,9,0
1770,68,10,0
1781,331,1,1
1781,715,2,1
1781,969,3,1
1781,803,4,1
1781,471,5,1
1781,953,6,1
1781,226,7,1
1781,782,8,0
1795,505,1,1
1795,917,2,1
1795,540,3,1
1795,120,4,1
1795,142,5,1
1810,209,1,1
1810,969,2,1
1810,206,3,1
1810,802,4,1
1810,822,5,1
1810,569,6,0
1810,540,7,1
1828,479,1,1
1828,420,2,1
1828,120,3,1
1828,436,4,1
1828,902,5,1
1828,594,6,1
1828,804,7,1
1828,203,8,1
1828,612,9,0
1828,530,10,0
1839,177,1,1
1839,150,2,1
1839,239,3,1
1839,142,4,1
1839,876,5,1
1839,248,6,0
1839,820,7,0
1847,532,1,1
1847,466,2,1
1847,387,3,1
1847,120,4,1
1847,396,5,1
1847,736,6,1
1847,701,7,0
1847,342,8,0
1868,120,1,1
1868,357,2,1
1868,145,3,1
1868,683,4,1
1868,927,5,1
1868,782,6,1
1868,532,7,0
1868,331,8,1
1874,540,1,1
1874,120,2,1
1874,35,3,1
1874,969,4,1
1874,782,5,0
1874,468,6,1
1874,871,7,0
1874,266,8,0
1891,430,1,1
1891,39,2,1
1891,540,3,1
1891,120,4,1
1891,821,5,1
1891,492,6,1
1891,833,7,1
1891,177,8,1
1910,542,1,1
1910,540,2,1
1910,405,3,1
1910,519,4,1
1910,66,5,1
1910,412,6,1
1910,716,7,0
1910,120,8,1
1927,350,1,1
1927,177,2,1
1927,773,3,1
1927,729,4,1
1927,540,5,1
1927,782,6,1
1927,452,7,0
1927,822,8,1
1927,120,9,1
1938,218,1,1
1938,532,2,1
1938,540,3,1
1938,120,4,1
1938,376,5,1
1938,967,6,1
1938,99,7,0
1938,239,8,0
1950,27,1,1
1950,569,2,1
1950,989,3,1
1950,1,4,1
1950,530,5,1
1950,320,6,1
1950,982,7,1
1950,913,8,1
1950,594,9,1
1950,120,10,1
1964,583,1,1
1964,532,2,1
1964,331,3,1
1964,120,4,1
1964,674,5,1
1964,835,6,1
1964,625,7,0
1964,965,8,0
1973,594,1,1
1973,540,2,1
1973,511,3,1
1973,206,4,1
1973,300,5,1
1973,705,6,0
1973,609,7,0
1987,540,1,1
1987,198,2,1
1987,661,3,1
1987,782,4,1
1987,120,5,1
1987,488,6,0
1987,62,7,0
1987,486,8,1
1987,278,9,1
1987,969,10,1
1995,770,1,1
1995,488,2,1
1995,569,3,1
1995,120,4,1
1995,145,5,1
1995,698,6,1
1995,66,7,1
1995,532,8,1
1995,540,9,0
1995,824,10,0
1995,913,11,0
1995,210,12,0
2003,755,1,1
2003,272,2,1
2003,120,3,1
2003,569,4,1
2003,376,5,1
2003,532,6,1
2003,540,7,1
2014,245,1,1
2014,983,2,1
2014,737,3,1
2014,145,4,0
2021,569,1,1
2021,737,2,1
2021,594,3,1
2021,744,4,1
2021,492,5,1
2021,120,6,1
2021,366,7,1
2021,14,8,1
2021,760,9,1
2021,489,10,1
2021,331,11,1
2021,707,12,0
2021,555,13,0
2021,755,14,0
2021,782,15,0
2021,67,16,0
2030,67,1,1
2030,312,2,1
2030,436,3,1
2030,262,4,1
2030,993,5,1
2030,833,6,0
2030,367,7,0
2040,407,1,1
2040,540,2,1
2040,532,3,1
2040,331,4,1
2040,594,5,1
2040,653,6,1
2040,716,7,1
2040,232,8,1
2040,535,9,0
2040,120,10,1
2040,569,11,1
2057,537,1,1
2057,377,2,1
2057,150,3,1
2057,540,4,1
2057,35,5,1
2057,211,6,0
2057,569,7,1
2067,989,1,1
2067,120,2,1
2067,926,3,1
2067,916,4,1
2067,35,5,0
2067,928,6,0
2078,120,1,1
2078,833,2,1
2078,142,3,1
2078,461,4,1
2078,540,5,1
2078,976,6,1
2078,217,7,1
2078,877,8,1
2078,969,9,1
2078,373,10,0
2078,804,11,0
2078,716,12,0
2078,199,13,0
2091,846,1,1
2091,120,2,1
2091,407,3,1
2091,367,4,1
2091,976,5,1
2091,434,6,1
2091,871,7,1
2091,547,8,1
2091,382,9,0
2091,755,10,0
2095,264,1,0
2095,120,2,1
2095,594,3,1
2095,407,4,0
2095,532,5,1
2111,605,1,1
2111,976,2,1
2111,891,3,1
2111,62,4,1
2111,402,5,0
2126,983,1,1
2126,594,2,1
2126,235,3,1
2126,569,4,1
2126,227,5,1
2126,856,6,1
2126,120,7,1
2126,73,8,1
2126,960,9,0
2143,73,1,1
2143,56,2,1
2143,552,3,1
2143,569,4,1
2143,540,5,1
2143,401,6,0
2154,331,1,1
2154,435,2,1
2154,120,3,1
2168,399,1,1
2168,116,2,1
2168,357,3,1
2168,525,4,0
2180,637,1,1
2180,177,2,1
2180,511,3,1
2180,150,4,1
2180,695,5,1
2180,67,6,0
2188,569,1,1
2188,62,2,1
2188,683,3,1
2188,820,4,1
2188,142,5,1
2188,532,6,0
2188,983,7,0
2196,804,1,1
2196,569,2,1
2196,605,3,1
2196,318,4,1
2196,969,5,1
2196,120,6,1
2196,7,7,1
2196,540,8,1
2196,983,9,0
2196,468,10,0
2196,984,11,0
2201,409,1,0
2201,120,2,1
2201,555,3,0
2205,569,1,1
2205,239,2,0
2205,755,3,1
2205,716,4,1
2205,186,5,1
2205,120,6,1
2205,618,7,1
2212,376,1,1
2212,380,2,1
2212,532,3,1
2212,950,4,1
2212,450,5,1
2212,120,6,1
2224,969,1,1
2224,277,2,1
2224,530,3,1
2224,594,4,1
2224,965,5,1
2224,540,6,1
2224,535,7,0
2224,120,8,1
2224,569,9,1
2239,120,1,1
2239,145,2,1
2239,356,3,1
2239,35,4,1
2239,735,5,0
2239,701,6,0
2254,465,1,1
2254,274,2,1
2254,120,3,1
2254,540,4,1
2254,503,5,1
2254,637,6,1
2265,73,1,1
2265,331,2,1
2265,145,3,1
2265,35,4,1
2265,816,5,1
2265,62,6,1
2265,41,7,1
2265,594,8,1
2265,372,9,1
2265,532,10,0
2265,120,11,1
2265,885,12,0
2265,782,13,1
2279,350,1,1
2279,219,2,1
2279,67,3,1
2279,943,4,1
2279,428,5,1
2279,120,6,1
2279,762,7,0
2287,409,1,1
2287,871,2,1
2287,716,3,1
2287,373,4,1
2287,62,5,1
2287,120,6,1
2287,569,7,1
2287,782,8,0
2287,131,9,0
2295,578,1,1
2295,540,2,1
2295,170,3,1
2295,372,4,1
2295,125,5,0
2295,824,6,0
2307,969,1,1
2307,14,2,1
2307,131,3,1
2307,418,4,1
2307,570,5,1
2307,871,6,1
2307,540,7,1
2307,405,8,1
2307,983,9,1
2307,125,10,1
2307,331,11,1
2307,569,12,1
2307,630,13,0
2307,120,14,1
2307,776,15,0
2307,555,16,0
2307,627,17,0
2316,211,1,1
2316,540,2,1
2316,78,3,1
2316,241,4,1
2316,177,5,1
2316,505,6,0
2329,361,1,1
2329,770,2,1
2329,618,3,1
2329,145,4,1
2329,120,5,1
2329,540,6,1
2338,909,1,1
2338,755,2,1
2338,498,3,1
2338,331,4,1
2338,863,5,1
2338,204,6,1
2338,569,7,1
2338,27,8,0
2350,218,1,1
2350,569,2,1
2350,51,3,1
2350,105,4,1
2350,120,5,1
2356,455,1,1
2356,120,2,1
2371,967,1,1
2371,262,2,1
2371,909,3,1
2371,558,4,1
2371,969,5,1
2371,833,6,1
2371,376,7,1
2371,120,8,1
2371,408,9,0
2371,540,10,1
2371,301,11,0
2380,80,1,1
2380,569,2,1
2380,907,3,1
2380,772,4,1
2380,969,5,1
2391,773,1,1
2391,569,2,1
2391,625,3,1
2391,7,4,1
2391,706,5,1
2391,116,6,0
2391,247,7,1
2391,776,8,1
2391,486,9,0
2391,120,10,1
2391,820,11,0
2391,540,12,1
2391,667,13,0
2398,120,1,1
2398,73,2,1
2398,885,3,1
2398,387,4,1
2398,491,5,0
2398,532,6,1
2398,605,7,1
2398,969,8,1
2398,54,9,0
2410,856,1,1
2410,177,2,1
2410,975,3,1
2410,331,4,1
2417,959,1,0
2417,544,2,0
2417,701,3,1
2417,794,4,0
2417,148,5,1
2417,540,6,1
2417,625,7,0
2427,862,1,1
2427,505,2,1
2427,461,3,0
2438,755,1,1
2438,522,2,1
2438,540,3,1
2438,131,4,1
2453,376,1,1
2453,540,2,1
2453,67,3,1
2453,719,4,1
2453,35,5,1
2453,969,6,1
2453,492,7,1
2453,321,8,1
2453,782,9,0
2453,211,10,0
2453,145,11,1
2462,743,1,1
2462,176,2,1
2462,569,3,1
2462,350,4,1
2462,92,5,1
2462,145,6,1
2462,969,7,1
2462,698,8,0
2462,994,9,0
2462,995,10,0
2462,120,11,1
2478,983,1,1
2478,290,2,1
2478,120,3,1
